Provincia	 Distrito	Corregimiento	Comunidad
			Barrerillo
			Barro Prieto
			El Guaracho
			El Macho
			La Ciraca 1
			La Gallinaza
			La Raya de Calobre
			Las Mesillas
			Las Piñas
			
		La Tetilla	
			
			Agua Azul
			Alto El Higo
			Bejucal
			
			Boquerón
			El Baco
			El Barrero 1
			El Barrero 2
			El Rincón
			La Tetilla
			Las Balillas
			Las Mesillas
			Las Nenas
			Los Hoyitos
			Paso Carnal
			
		La Yeguada	
			
			Alto del Platanal
			Bajo Las Ollas
			Bajo Viejo
			Baltazar
			Barrero Grande
			Campamento El Flor
			Caña Brava
			Cerro Verde
			El Barrerito
			El Cosme
			El Guayabito
			El Hato
			El Jagua
			El Jaguito
			El Marañón
			El Papelillo
			El Pedregoso
			El Ponedero
			El Salitre
			El Satro
			Granja Aciv
			La Laguna
			La Sige, La Cije
			La Yeguada
			Las Guabas
			Los Castricos
			Los Llanos
			Miradores
			Piloncillo
			Portachuelo
			Quebrada Amarilla
			Quebrada Piedra
			San Juan
		Las Guías	
			
			Cicuaro
			Cocobo Abajo
			Corotú
			Corralillo
			El Bajo
			El Balita
			El Balso
			El Corozo
			Finca Cocobo
			La Candelaria
			La Llorosa, El Encanto
			La Palma
			La Puente
			Las Guías Abajo
			Las Guías Arriba
			Las Jiménez
			Las Minas
			Las Tranquillas
			Llano Colorado
			Maizón
			Mata Palo
			Pereque
			Tonosí
			
		Monjarás	
			
			Alto Limón
			Barranca Mala
			Carabajal
			Caña Brava
			Cerro Pelado
			Chancona
			El Algarrobo 1
			El Cacique
			El Charco
			El Guabal
			El Hato
			Garabatillo
			Guayabito
			Honduras
			La Cuchilla
			La Placita
			Las Mesillas
			Las Minas
			Las Palmitas
			Los Algarrobos
			Manzanillo
			Monjarás
			
			Naranjales
			Tierra Cernida
			
		San José	
			
			Barranco
			Capira
			Charrasleo
			El Bajo de La Corocita
			El Balita 1
			El Balita 2
			El Castillo
			El Charro
			El Copé
			El Guásimo
			El Jagua
			El Nancito
			El Picacho
			El Quije
			Escobal
			La Gallinaza
			La Golondrina
			Lagunilla
			Las Manos del Pilón
			Las Quebradas
			Los Panamaito
			Ojito de Agua
			Quebrada Grande
			Sabaneta
			Sabaneta del Medio
			San José
			
	Cañazas		
			
		Cañazas	
			
			Agua Viva 1
			Agua Viva 2, Los Mangos
			Aguacatillo
			Alto Ibalá
			Bajo El Poste
			Bajo Limón
			Cañazas
			Cerro Viejo
			El Caimito
			El Limón
			La Cuchilla, Los Amores
			La Horqueta
			
			La Lima
			La Lima Arriba
			La Pintada
			La Sabaneta
			Las Huacas
			Las Lajitas
			Las Mesitas
			Las Trancas
			Los Camarenas
			Los García
			Los Hatillos de Cañazas
			Los Llanitos
			Los Muñoces
			Los Peñones
			Los Platanales
			Los Rodríguez
			Los Sureños
			Quebrada La Mina
			Río Cañazas
			San Juan
			San Roque
			Santa Rosa
			
		Cerro de Plata	
			
			Alto de La Concepción
			Bajo de La Concepción
			Barrial Blanco
			Caimito
			Calabra
			Cerro de Plata
			Charco Redondo
			Dolega
			El Cobre
			El Entregadero
			El Espino Abajo
			El Espino Arriba
			El Flor
			El Hatillo
			El Hervedor, El Cobre
			El Jagua
			El Macano
			El Murciélago
			El Roble
			Guabal Poniente
			La Concepción
			La Mata
			La Matilla
			
			La Pavona, Los Boniches
			La Tonga
			Las Mesitas 2
			Llano Bonito 2
			Los Martínez
			Monte Grande
			
		El Picador	
			
			Bocle
			Buena Vista
			Cabecera de Río Piedra, La Laguna
			Campana
			Cerro Pipa
			Coteral
			El Hatillo
			El Macanito
			El Mangal
			El Picador
			Guabito
			Guacamaya
			La Cruz, La Purísima Abajo
			La Gaita
			La Loma del Chumico
			La Purísima
			Laja Morada, Lajita Morada
			Las Mesillas
			Llano Bonito
			Llano Bonito, Los Llanitos
			Loma de La Cebolla
			Los Borbones
			Los Llanitos
			Nuestro Amo
			Pedregoso
			Piedra de Agua
			Piedra de Amolar
			Piedras Gordas
			Quebrada Llana
			Quebrada Venado
			Río Cañazas
			Río Piedra
			San Javier
			Tebe
			Tierra Cortada
		Los Valles	
			
			Alto de Las Minas
			Alto de Los Pajaritos
			Bajos de Higui
			Coteral
			El Común
			Los Guarumos
			Los Jiménez
			Los Lajones
			Los Pilones
			Los Valles
			Paredón Abajo
			Pedregal
			Quebrada Larga
			
		San José	
			
			Aguacatillo
			Alto de Palo Verde
			Alto El Mudo
			Alto La Mina
			Bajo Palo Verde
			Cerro Gordo
			Cerro San Antonio, Llano Bonito 2
			Cocuyal
			El Bajo
			El Barrero, Guayabal 1
			El Búho
			El Castillito
			El Castillo
			El Cerezo
			El Cobrizo
			El Conejo
			El Gavilán
			El Higo
			El Manguito, El Mango, Los Mangos
			El Marañón
			El Murciélago
			El Nanzal
			El Perú
			El Pilón
			El Quira
			El Rosario
			Huacas del Padre
			La Horqueta
			La Mata
			La Misericordia
			La Pandura
			La Vigía
			
			Las Mesitas 1
			Llano Bonito 1
			Loma del Naranjo, Los Guarumos
			Monte Grande
			Monte Silencio
			Paso Real
			Quebrada Grande
			Quebrada Limón, La Chuerela
			San José
			San Juan de Dios
			Sitio Cortezo
			
		San Marcelo	
			
			Agua Amarilla
			Aguacatal
			Alto de Los Sánchez
			Bajo El Poste
			Boca de Corita
			Cancha Larga
			Corita de Los Pérez
			El Banquillo
			El Barrerillo
			El Juncal
			El Picacho
			El Pollo
			El Poste
			El Roble
			Filipinas
			Guabal Saliente
			Horconcito
			La Libertad
			La Minita
			Las Huacas
			Llano El Bajo
			Llano Grande
			Llano Las Varas
			Los Aguilares
			Los Cruces
			Los Hernández
			Palo Verde
			Pocrí
			Quebrada Rica
			San Marcelo
			
		El Aromillo	
			
			Alto de Las Varas
			Boca de La Mona
			
			Ceibal Abajo
			El Aromillo
			El Ceibal
			El Comuncito
			El Corral
			El Hacha
			El Limón
			El Palmar
			El Ranero
			Guabal Saliente
			Las Lajillas
			Las Lajitas
			Las Minitas
			Los Aguilares
			Los Bultos
			Los Llanitos
			Los Panamaes
			Ojo de Agua
			Palma Real
			Ratón
			Tolecillo
			Tranquilla
			Tranquilla del Guabal
			Ventorrillo
			Zapotal
			
		Las Cruces	
			
			El Alto
			El Blandito
			El Cortezo
			El Espino Arriba
			El Flor
			El Higuito
			El Marañón
			El Rodman
			El Tigrillo
			Guabal Arriba
			Guabal Poniente
			Las Cruces
			Llano Hondo
			Los González
			Los Mangos
			Los Morales
			Pan de Azúcar
			Picacho
			San Juan de Dios
			
			Virigüa
			Yuca Amarilla
			
	La Mesa		
			
		La Mesa	
			
			Asiento Bonito, Los Manguitos
			Barriada Virgen de Guadalupe
			Bella Vista
			Cabecera de Quebrada Lajas
			Canto del Llano
			Cerro Redondo
			Chumical, El Chumical
			Corozal
			Cutubi
			El Bolsico
			El Carbón
			El Coco
			El Cuartillo
			El Otro Lado
			El Piro
			El Progreso
			Finca El Gavilán
			Finca San Lorenzo
			Finca Torres
			La Bartola
			La Boca de Los Ríos
			La Buena Esperanza
			La Charcona, El Hato
			La Chuita
			La Mesa
			La Montaña, La Montaña Arriba
			La Pita
			Las Ánimas
			Llano Bonito
			Llano del Padre
			Los Arenas
			Los Bravos
			Los González
			Los Solíces
			Mediania
			Monte Grande
			Palomares
			Piedra Hincada
			Piedra Redonda
			Quebrada Lajas
			Rincón Largo
			
			San Pedrito
			Santa Catalina
			
		Bisvalles	
			
			Alto de Los Sánchez
			Alto del Jobo
			Alto del Llanón
			Bisvalles
			Caimital 1
			Caimital 2
			Cerro Redondo
			Cortaderal
			El Pedregoso
			El Perú
			El Salto de Subi
			Finca Caña Blanca
			Honduras
			La Bonia
			La Chuita
			La Pintada
			La Pintada
			Las Huacas
			Llano de La Cruz
			Llano del Padre
			Los Llanitos
			Los Mendozas 1
			Los Mendozas 2
			Los Méndez
			Los Pilones
			Los Ríos
			Los Valdeses
			Madroñal
			Monterrey
			Nanzal
			Palo Verde
			Paraíso
			Peñoncillo
			Portobelo
			Pueblo Viejo
			San Pablo
			San Pedrito
			Subi
			Tierra Blanca
			
		Boró	
			
			Alto Boró
			Alto de Los Pérez
			
			Alto Gunzal
			Bajo San Pablo, Los Jiménez
			Boró
			Cerro Gil
			Corozal
			El Bajo
			El Barrero
			El Barrito
			El Junquito, Los Vásquez
			El Pedregoso
			El Piñal 1
			El Quira
			El Salero
			El Salero Abajo
			El Zapato
			Guayabal
			La Montaña de Boró 2
			La Montaña de Los Castillos
			La Piroza
			La Pita
			Las Huacas
			Llano Grande
			Los González 2
			Los Morales
			Los Pineda
			Los Quinteros
			Los Ruíces
			Los Ábregos
			Olaca
			Panda, La Panda
			Picador
			Rincón de San Pablo
			Santa Rita
			
		Llano Grande	
			
			Bijagual
			Charco Negro
			El Barrero
			El Bolsico
			El Chutre
			El Guabal
			El Pinto
			El Rodeo
			Finca Rincón Seco
			Finca Virzi
			La Lina
			La Montaña Abajo
			
			La Montaña, La Montaña Arriba
			La Pifa
			La Sabaneta de La Montaña
			Las Lomas
			Llano Grande
			Loma Larga
			Los Ríos
			Los Siancas
			Pedernal
			Piedra Candela
			
		San Bartolo	
			
			Agua Viva
			Barro Blanco
			El Barrero
			El Caimito
			El Juanón
			El Junquito, Los Vásquez
			El Llanón
			El Matillo
			La Hueca Abajo
			La Hueca Arriba
			La Pifa
			Llano Largo
			Paja Arrancada
			Paso Real
			Quebrada Meregildo
			San Bartolo
			Santa Clara
			
		Los Milagros	
			
			Caña Brava
			El Gavilán
			El Rodeo
			Finca Ganadera Cocobola
			Guarumal
			Hacienda El Rodeo
			Las Matillas
			Los Castillos
			Los Flores
			Los Leones
			Los Rosas
			Mostrenco
			Nueva Jerusalén
			Palo Alto
			Paso Real
		El Higo	
			
			Agua Fría
			Alto Boró
			Alto de La Pavona
			Altos de La Palma
			Bajo del Cobre, Los Camaños
			Balilla
			Balsina, Zapote
			El Caimito
			El Capacho
			El Cañafístulo
			El Cedral
			El Chumical
			El Cobre
			El Higo
			El Higuerón
			El Juan
			Hoja de Teñir
			Lajilla
			Las Peñitas
			Las Ánimas de Boró
			Llano Bonito
			Los Jiménez
			Marañón
			Pueblo Nuevo
			Quebrada La Palma, El Cruce de Cerro Palma
			Quebrada Limón
			Santa Ana, Los Quinteros
			Santa Clara
			
	Las Palmas		
			
		Las Palmas	
			
			Alto de La Cruz
			Alto de Las Mejías
			Alto de Las Mesitas
			Bajada de La Cruz
			Bajos de Los Cholitos
			Boca del Monte
			Cabecera de Aguacate
			Cañacillas
			El Aguacate
			El Barrero, Cabecera de Barreo
			El Espavecito
			El Guarumo
			El Jagua
			El Mamey
			
			El Pavón
			La Candelaria
			La Pedregosa
			Las Huacas
			Las Palmas
			Llano Largo 1
			Los Gaitanes
			Quebrada María
			
		Cerro de Casa	
			
			Alto de Chibrital
			Alto de La Arena
			Alto de La Mina
			Alto de Pacoral
			Alto de Quebrada Conga
			Arena
			Bajo de Los González
			Bajo Lirí
			Bajo Tabasará
			Boca de La Arena
			Cabecera de Escoba
			Cabecera de Los Pilones
			Cabecera de Quebrada Conga
			Cabecera de Quebrada Naranjo
			Calabazo
			Cañacillas
			Cañazal
			Cerro Azul
			Cerro de Casa 1
			Cerro de Casa 2
			Cerro de Miel
			Cerro Gato
			Cerro La Vaca
			Cerro Negro
			Cerro Vaca
			Charco de La Cruz
			Chibrital
			Chutra
			El Cabima
			El Galgo
			El Macano
			El Naranjo 1
			El Pelón
			El Tigre
			El Zancudo
			Galápago
			La Grama
			
			La Malagota
			La Sabaneta
			Los González
			Los Potreros
			Palmilla
			Peña Blanca
			Pilones
			Quebrada Conga
			Quebrada Grande
			Quebrada María
			Quebrada Naranjo
			Raizal
			Tabasará
			Tierra Negra
			Viralito
			Zapiringo
			Zapote
			
		Corozal	
			
			Alto El Jobo
			Boca del Monte
			Boca del Querque
			Corozal
			El Chinchorro
			El Ciruelo
			El Machito
			Farallón
			Guayabal
			La Valencia
			Llano de Los Muertos
			Ortiga
			Quebrada Venado
			Querque
			Ratones
			Recodo del María
			Salitre
			Seguidule
			Valle Bonito
			
		El María	
			
			Alto Lucira
			Bubi
			Bubi Arriba, La Risacua
			Bubicito
			Cabecera de Virulí
			Charco Azul
			
			Cuesta de Novillos
			El Camarón
			El Conejo
			El Macho
			El María
			El Mono
			El Pavón
			Gorgojo
			La Arena
			La Pava
			La Pifa, La Laguna, Pixvae
			La Pita
			La Sabaneta
			Las Boquillas
			Loma de La Silla
			Loma de Los Reyes
			Los Coquitos
			Los Negritos
			Los Potreros
			Los Ángeles
			Ratones
			Tuancle Arriba
			Virulí
			
		El Prado	
			
			Alto de Los Ruíces
			Alto del Naranjo
			Alto del Prado
			Cañacillas
			Cerro Loro
			El Guabo
			El Pedregoso
			El Picador
			El Prado
			Entradero del Prado
			Limón
			Limón Seco, Nuevo Limón
			Loma del Guabo, Los Ruíces 2
			Los Batistas
			Los Guabos
			Los Ruíces
			Piedra Amarilla
			Quebrada de Jesús
			Quebrada El Prado, Los Morales
		El Rincón	
			
			Alto Caimito
			Alto de Los Martínez
			Alto del Pan
			Arenal
			Bajo Caimito
			Bajo del Cobre
			Bajo Hondo
			Bocle
			Caimito Centro
			Cañafístulo
			Cerro Cuchillo
			Cerro Gil 1
			Cerro Negro
			Cerro Pajal
			Charco Pescao
			Chumical
			Cocuyal 2
			El Aroma
			El Barrero
			El Ciruelito
			El Gure
			El Hato
			El Jagua
			El Madroño
			El Marañón
			El Naranjo
			El Pino del Cobre
			El Rincón
			La Pita
			La Piña
			Las Huacas
			Limón
			Limón Seco, Nuevo Limón
			Llano Bonito
			Los Martínez
			Los Pilones
			Los Valdeses
			Paso Real
			Quebrada León, Los Leones
			Reparadero, Cerro Gil 2
			
		Lolá	
			
			Alto Fresco
			Boca del Monte
			Cabecera del Río Jorones
			Cuesta de Novillos
			Garnadera
			
			La Cañaza
			La Marta
			La Meseta
			Lolá
			Loma del Venado
			Piedra Hincada, Petaca
			San José
			Seguidul
			
		Pixvae	
			
			Arena
			Bramona de Lovaina
			Cabimo de Lovaina
			Chelele de Lovaina
			El Cercado de Lovaina
			Filo de La Aguja
			Filo de Los Acosta
			La Aguja
			La Caleta
			Nuevo Pixvae, Cuarenta Bollos
			Pajarón
			Pixvae
			Playa Azul Arriba
			Playa Azul 1
			Playa Azul 2
			Playa Brava
			Quebrada Batea de Lovaina
			Rosario
			Rosarito
			
		Puerto Vidal	
			
			Alto del Salado, El Pinto
			Alto Limón
			Bobore
			Bubi
			Cerro Mono
			Chelele
			Colador
			Don Bosco
			El Salado
			El Torno
			Escoba
			Jorones
			La Arena
			La Bramona
			La Bramona Arriba
			
			La Corocita
			La Sebastiana
			Manicuda
			Palenque
			Peña Blanca
			Pilones
			Platanares
			Puerto Vidal
			Quebrada Canoa, Canoa
			Tabasará
			Viralito
			
		San Martín de Porres	
			
			Boca de Quebrada Piro
			El Jobo
			El Peñón
			La Isleta
			La Malagota
			La Mesita
			La Trinidad
			Ojo de Agua
			Pueblo Nuevo
			Quebrada de Oro
			San Martín
			San Martín de Porres
			Viguí Abajo
			
		Viguí	
			
			Asiento Bonito
			Bajo Cobre
			Barrigón
			Cabecera de Quebrada La Mona
			Cerro Grande
			Cerro Iguana
			Cerro Laja
			Cerro Negro, Piedra Negra
			El Aguacate
			El Caimito
			El Calixtro
			El Chumico
			El Hato
			El Jagua
			El Jobo
			El Mango
			El Marañón
			La Cucurucha
			
			La Mona
			Loma Alta
			Los Llanitos del Cobre
			Sahumerio
			San Martín
			Viguí
			
		Zapotillo	
			
			Bajos del Palmeño
			Bubi
			Cabecera de La Rufina
			Chungal
			Cuesta de Novillos
			El Barrero
			El Guayabo
			Espala
			Espala Abajo
			Espala Arriba
			La Bonga
			La Calixtra
			La Coca
			La Falua
			La Guinea
			La Jacinta
			La Macha, Zapotalito
			La Pita
			La Rufina
			Las Mieles
			Loma de La Cruz
			Lovaina
			Manicuda, Manicuca
			Palmeño de Lovaina
			Quebrada del Pueblo
			Sitio Viejo
			Tabacal Abajo
			Tabacal Arriba
			Virulí
			Zapotal
			Zapotillo
			
		Manuel E. Amador Terrero	
			
			Alto de La Catalina
			Alto del Quira, El Quira
			Boquete
			Catalina
			Cocuyal
			
			Congal
			El Aroma
			El Barro
			El Guayabo
			El Marañón de Campana
			El Naranjo
			Hato Viejo
			La Pedregosa
			La Soledad
			La Tembladera
			Lajita Morada
			Las Mendozas, Lirí Abajo
			Llano Largo 2
			Los Llanitos
			Mata Redonda
			Piedra Amarilla
			Piedra Candela
			
	Montijo		
			
		Montijo	
			
			Charco Negro
			El Balillo
			El Coco
			Finca Antonelly
			Finca Avilés, Playón
			Finca de Toseres
			Finca Río San Pedro
			La Redonda
			Loma del Macho, La Raizoza
			Montijo
			Pueblo Viejo
			Puerto Real
			
		Gobernadora	
			
			Bajo Largo
			Calabacito
			El Charcón
			Ensenada de Camarón
			Gobernadora, La Punta
			La Bucería
			La Gabina
			Manadero
			Mango Simple
			Naranjillo
		La Garceana	
			
			El Copé
			El Salto
			La Garceana
			La Isidra
			Los Ñopos
			Pueblo Nuevo
			Punta Piña
			Remolino
			Santa Ana
			
		Leones	
			
			El Bongón
			Islas Tres Hermanas
			La Corocita
			La Ensenada
			La Pluma
			Las Vegas
			Leoncillo
			Leones Arriba
			Punta Caña Brava
			Santa Clara
			Tiradero
			
		Pilón	
			
			Buena Vista Sur
			La Higuerilla
			Monjarrás
			Pilón
			
		Cébaco	
			
			Centro de La Palma Real
			El Aromo
			El Cedro
			El Centro de Los Almácigos
			El Divorcio
			El Jobo
			El Ranchito
			El Roble
			Finca Coco
			La Chonta
			Los Almácigos
			Manzanillo, Quebrada Campamento
			Platanales
			Playa Caleta
			Playa Grande
			
			Pueblo Nuevo
			Tiradero
			Uveros
			
		Costa Hermosa	
			
			El Bongo
			La Chácara
			Puerto Mutis
			Rincón Largo
			
		Unión del Norte	
			
			Buena Vista Norte
			Chumical
			Llano Largo
			Los Florentinos
			San Cristóbal
			Villa Campo Alegre
			
	Río de Jesús		
			
		Río de Jesús	
			
			Aclita
			Cerro Gordo
			Chorrerita
			El Caimito
			El Cuartillo
			El Hato
			El Pedernal
			El Piñal
			Finca La Corocita
			La Polonia
			Las Peñitas
			Las Piedras
			Llano Harino
			Loma Blanca
			Los Díaz
			Los Martínez 2
			Los Panamaes
			Los Quinteros
			Los Vergaras
			Los Yañez Abajo
			Los Yañez Arriba
			Palmillas
			Río de Jesús
			Virgen del Carmen
		Las Huacas	
			
			Bejucal
			Cerro Banco
			El Bongo
			El Palmar
			El Pedernal
			El Restingue
			Finca La Ensenada, El Temblador
			Junquito, Junco
			La Barrancosa, La Sabaneta
			Las Flores, La Gallota
			Las Huacas
			Los Arribeños
			Los Díaz
			Los Manguitos
			Los Ruíces
			Margarita
			Pocrí
			Trinidad Abajo
			Trinidad Arriba
			
		Los Castillos	
			
			La Pomarosa
			Los Castillos
			Los Cruces
			Los Pérez
			
		Utira	
			
			El Asentamiento
			Finca El Criollo
			Finca El Mostrenco
			Puerto El Cabimo
			Utirá
			
		Catorce de Noviembre	
			
			Barro Blanco
			Coquillal
			El Cercado
			El Pájaro
			La Cabuya
			La Caleta 2
			La Camarena
			La García
			Las Trancas
			Los Azules
			Los Leones
			
			Los Martínez
			Los Montes
			Los Panamaes
			Los Vega
			Maquencal
			
	San Francisco		
			
		San Francisco	
			
			Bajos de La Honda
			Cañacillas
			Cerro Gordo
			Cerro Largo
			El Barnizal
			El Chumico
			El Ciruelito
			El Corozo
			El Gato
			El Lagartero
			El Rosario
			Finca Los Ñame
			Finca Nombre de Dios, del Rosario
			Finca Santa Elena
			Juan Ignacio
			La Calzadilla
			La Colorada
			La Culebra
			La Piñuela
			La Tollosa
			Llano del Rosario
			Los Arenales
			Los Hatillos Abajo
			Los Morenos
			Los Vásquez
			Pan de Azúcar 2
			Quebrada Calzadilla
			Rancho Pantano
			San Antonio
			San Francisco
			San Roque
			
		Corral Falso	
			
			Alto del Jorón
			El Espavé
			El Rincón
			El Titi
			
			Finca Ballester
			Hacienda Paja Colorada
			La Meseta
			La Palma
			Llano Bonito
			Los Higos
			Los Panamaes
			Los Pugas
			
		Los Hatillos	
			
			Aguacatal
			Alto Peñón
			Bajos de La Honda
			Boquerón
			Caimitillo
			Carabalí
			Chorrillito
			Chorrillo
			Correntón
			El Barnizal
			El Cacique
			El Calabazo
			El Ciruelito
			El Cirí
			El Guayabito
			El Peñón
			El Playón
			El Vásquez
			Juan Basilio
			La Ensillada
			La Honda
			La Isleta
			La Marcela
			La Marcela Arriba
			La Mona, La Cruz
			La Montañita
			La Montañuela
			Las Peñas
			Los González
			Los Hatillos
			Los Hernández
			Los Linos
			Los Ruíces
			Los Sánchez
			Los Ubaldo
			Palmillar
			Paso Hondo
			
			Piedras Gordas
			Plan de Los Ábregos
			San Roque
			
		Remance	
			
			Agua Fría
			Alto del María
			Bajo Viejo
			Calabacito
			El Castillo
			El Cortezo
			El Pato Arriba
			La Bodega
			La Bodeguita
			La Cuesta
			La Gorda
			La Iguana
			La Mojarrita
			La Peñita de Los Hernández
			La Pintada
			La Vencela
			Laguna Prieta
			Las Mesillas
			Las Peñitas
			Llano Grande
			Los Bordones
			Los Jiménez
			Los Pintos
			Los Quiel
			Los Quinteros
			Palma Real
			Palmarito
			Paso de La Barca
			Remance
			
		San Juan	
			
			Alto Pital
			El Cristo Abajo
			El Cristo Arriba
			El Cristo Centro
			El Hato
			El María
			El Pato
			El Quinol
			Gatú Abajo
			Gatú Arriba
			
			La Honda
			La Perdíz Abajo
			Los González Abajo
			Los González Arriba
			Los Hernández
			Los Pardos Abajo
			Los Pardos Arriba
			Los Pardos Centro
			Los Pintos
			Los Santana
			Los Zambrano
			Naranjal
			Palma Real
			San José
			San Juan
			Utiria
			
		San José	
			
			Alto El Chiflón
			Bajo Los Hatillos
			Cañaveral
			Ciruelar Abajo
			Ciruelar Arriba
			Ciruelar Centro
			Cuay Abajo
			Cuay Arriba
			El Barrero
			El Chumico, Alto Guarumo
			El Gallote
			El Trueno
			La Perdíz Abajo
			La Perdíz Arriba
			La Pintada, Bajos de Higuí
			La Soledad
			Las Mesillas
			Loma Alta
			Los Bordones
			Los Bradica
			Los Corotúes
			Los Hernández 1
			Los Mendozas
			Los Muñoz
			Los Reyes
			Los Toribios
			Paso Real
			San José
			Valle Escondido
	Santa Fe		
			
		Santa Fe	
			
			Alto de Piedra
			Bajos de San Juan
			Bermejo, El Sereno
			Cabuya
			Cerro Redondo
			Corral Viejo
			El Cedro
			El Ceibo
			El Escuchadero
			El Jobo
			El Macano
			El Nance
			El Salto
			El Zapote, Las Lajas
			El Zoológico
			Hortiga
			La Argolla
			La Ciénaga
			La Cocaleca
			La Corocita
			La Fría
			La Herradura
			La Isleta
			La Laguna
			La Montañuela
			La Osa
			La Perica
			La Piquera, El Girasol
			La Sapita
			Las Brujas, La Esperanza
			Las Lajas
			Las Peñitas
			Las Quebradas
			Las Trancas
			Los Castillos
			Los Hoyos
			Manzanillo
			Montañuela Abajo
			Montañuela Arriba
			Muelas
			Pacoral
